310.395;9.93428;1.33034;Spk 1 First Ring Start;ff39d525;0
306.768;10.4381;1.26678;Spk 2;ff39d525;0
303.019;10.9143;1.21215;Spk 3;ff39d525;0
298.769;11.3973;1.16142;Spk 4;ff39d525;0
294.157;11.8505;1.11759;Spk 5;ff39d525;0
289.188;12.254;1.08133;Spk 6;ff39d525;0
283.9;12.5842;1.0534;Spk 7;ff39d525;0
278.182;12.8237;1.03404;Spk 8;ff39d525;0
272.641;12.9379;1.02507;Spk 9;ff39d525;0
266.886;12.9327;1.02547;Spk 10;ff39d525;0
261.016;12.7976;1.03612;Spk 11;ff39d525;0
255.671;12.5613;1.05529;Spk 12;ff39d525;0
250.407;12.2245;1.0839;Spk 13;ff39d525;0
245.299;11.801;1.12222;Spk 14;ff39d525;0
240.869;11.3585;1.16533;Spk 15;ff39d525;0
236.662;10.8756;1.21641;Spk 16;ff39d525;0
232.71;10.3681;1.27525;Spk 17;ff39d525;0
229.342;9.89611;1.33542;Spk 18;ff39d525;0
221.189;10.3839;1.27333;Spk 19;ff39d525;0
216.504;11.0744;1.19483;Spk 20;ff39d525;0
211.176;11.7683;1.12529;Spk 21;ff39d525;0
205.154;12.4297;1.06628;Spk 22;ff39d525;0
198.499;13.0027;1.02005;Spk 23;ff39d525;0
191.049;13.4408;0.987386;Spk 24;ff39d525;0
183.692;13.6578;0.971985;Spk 25;ff39d525;0
175.967;13.6526;0.972354;Spk 26;ff39d525;0
168.597;13.4249;0.98853;Spk 27;ff39d525;0
161.172;12.9783;1.02193;Spk 28;ff39d525;0
154.545;12.3999;1.06881;Spk 29;ff39d525;0
148.396;11.7163;1.13022;Spk 30;ff39d525;0
143.275;11.0435;1.19813;Spk 31;ff39d525;0
138.604;10.3517;1.27725;Spk 32;ff39d525;0
130.38;9.9168;1.33266;Spk 33;ff39d525;0
126.759;10.4187;1.26912;Spk 34;ff39d525;0
123.017;10.893;1.21448;Spk 35;ff39d525;0
118.79;11.3727;1.16389;Spk 36;ff39d525;0
114.038;11.838;1.11876;Spk 37;ff39d525;0
109.233;12.2268;1.0837;Spk 38;ff39d525;0
103.942;12.5574;1.05561;Spk 39;ff39d525;0
98.237;12.7971;1.03616;Spk 40;ff39d525;0
92.7263;12.9118;1.0271;Spk 41;ff39d525;0
86.9834;12.9087;1.02735;Spk 42;ff39d525;0
81.1227;12.7763;1.03782;Spk 43;ff39d525;0
75.767;12.542;1.05689;Spk 44;ff39d525;0
70.5077;12.208;1.08534;Spk 45;ff39d525;0
65.2675;11.775;1.12466;Spk 46;ff39d525;0
60.9871;11.3489;1.1663;Spk 47;ff39d525;0
56.7784;10.8683;1.21721;Spk 48;ff39d525;0
52.8113;10.3614;1.27607;Spk 49;ff39d525;0
49.4407;9.89093;1.33611;Spk 50;ff39d525;0
41.3391;10.3845;1.27325;Spk 51;ff39d525;0
36.6635;11.0776;1.19449;Spk 52;ff39d525;0
31.1639;11.7968;1.12261;Spk 53;ff39d525;0
25.3269;12.441;1.06533;Spk 54;ff39d525;0
18.6716;13.0196;1.01874;Spk 55;ff39d525;0
11.2164;13.4639;0.985718;Spk 56;ff39d525;0
3.84696;13.6866;0.969984;Spk 57;ff39d525;0
356.104;13.6858;0.970036;Spk 58;ff39d525;0
348.242;13.439;0.987512;Spk 59;ff39d525;0
341.262;13.0147;1.01912;Spk 60;ff39d525;0
334.613;12.435;1.06583;Spk 61;ff39d525;0
328.442;11.7489;1.12712;Spk 62;ff39d525;0
323.305;11.0732;1.19497;Spk 63;ff39d525;0
318.619;10.378;1.27404;Spk 64;ff39d525;0
